1.378
1.256
1.161
1.061
0.962
0.879
0.795
0.754
0.683
0.637
0.616
0.566
0.524
0.501
0.493
0.470
0.430
0.437
0.426
0.402
0.387
0.383
0.346
0.346
0.326
0.320
0.310
0.304
0.300
0.279
0.287
0.270
0.266
0.257
0.249
0.224
0.241
0.217
0.213
0.223
0.207
0.195
0.202
0.177
0.189
0.185
0.174
0.167
0.160
0.163
