1.315
1.123
0.885
0.719
0.583
0.476
0.399
0.350
0.322
0.260
0.246
0.221
0.202
0.189
0.165
0.165
0.156
0.121
0.118
0.104
0.104
0.104
0.091
0.082
0.077
0.090
0.079
0.074
0.061
0.064
0.079
0.057
0.047
0.067
0.053
0.051
0.048
0.045
0.047
0.037
0.032
0.039
0.035
0.038
0.027
0.040
0.037
0.037
0.031
0.027
