1.372
1.261
1.147
1.035
0.918
0.817
0.732
0.660
0.585
0.559
0.520
0.490
0.464
0.426
0.415
0.390
0.371
0.357
0.355
0.318
0.309
0.312
0.296
0.288
0.270
0.263
0.247
0.229
0.240
0.219
0.218
0.210
0.211
0.186
0.185
0.176
0.182
0.167
0.176
0.166
0.162
0.146
0.156
0.147
0.146
0.137
0.130
0.123
0.133
0.117
